Dataset                      Metric                    metric valor     t      l
../datasets_2/cocomo81.arff  Median Absolute Error     90.3977        200  0.003
../datasets_2/cocomo81.arff  RMSE                    2740.83          200  0.003
../datasets_2/cocomo81.arff  R2 Score                   0.143488      200  0.003
../datasets_2/cocomo81.arff  MAE                     1156.44          200  0.004
../datasets_2/cocomo81.arff  Median Absolute Error    130.828         200  0.004
../datasets_2/cocomo81.arff  RMSE                    2799.58          200  0.004
../datasets_2/cocomo81.arff  R2 Score                   0.10638       200  0.004
../datasets_2/cocomo81.arff  MAE                     1124.08          200  0.005
../datasets_2/cocomo81.arff  Median Absolute Error    284.973         200  0.005
../datasets_2/cocomo81.arff  RMSE                    2303.52          200  0.005
../datasets_2/cocomo81.arff  R2 Score                   0.395006      200  0.005
../datasets_2/cocomo81.arff  MAE                     1128.81          200  0.006
../datasets_2/cocomo81.arff  Median Absolute Error    108.855         200  0.006
../datasets_2/cocomo81.arff  RMSE                    2700.16          200  0.006
../datasets_2/cocomo81.arff  R2 Score                   0.168719      200  0.006
../datasets_2/cocomo81.arff  MAE                     1125.49          300  0.002
../datasets_2/cocomo81.arff  Median Absolute Error    106.715         300  0.002
../datasets_2/cocomo81.arff  RMSE                    2689.61          300  0.002
../datasets_2/cocomo81.arff  R2 Score                   0.175201      300  0.002
../datasets_2/cocomo81.arff  MAE                     1137.72          300  0.003
../datasets_2/cocomo81.arff  Median Absolute Error     88.7306        300  0.003
../datasets_2/cocomo81.arff  RMSE                    2737.53          300  0.003
../datasets_2/cocomo81.arff  R2 Score                   0.14555       300  0.003
../datasets_2/cocomo81.arff  MAE                     1155.83          300  0.004
../datasets_2/cocomo81.arff  Median Absolute Error    123.364         300  0.004
../datasets_2/cocomo81.arff  RMSE                    2796.96          300  0.004
../datasets_2/cocomo81.arff  R2 Score                   0.108047      300  0.004
../datasets_2/cocomo81.arff  MAE                     1125.8           300  0.005
../datasets_2/cocomo81.arff  Median Absolute Error    104.538         300  0.005
../datasets_2/cocomo81.arff  RMSE                    2693.33          300  0.005
../datasets_2/cocomo81.arff  R2 Score                   0.172921      300  0.005
../datasets_2/cocomo81.arff  MAE                     1056.84          300  0.006
../datasets_2/cocomo81.arff  Median Absolute Error    239.849         300  0.006
../datasets_2/cocomo81.arff  RMSE                    2446.15          300  0.006
../datasets_2/cocomo81.arff  R2 Score                   0.317764      300  0.006
../datasets_2/cocomo81.arff  MAE                     1120.27          400  0.002
../datasets_2/cocomo81.arff  Median Absolute Error    106.205         400  0.002
../datasets_2/cocomo81.arff  RMSE                    2675.02          400  0.002
../datasets_2/cocomo81.arff  R2 Score                   0.18413       400  0.002
../datasets_2/cocomo81.arff  MAE                     1134.23          400  0.003
../datasets_2/cocomo81.arff  Median Absolute Error     93.4725        400  0.003
../datasets_2/cocomo81.arff  RMSE                    2726.02          400  0.003
../datasets_2/cocomo81.arff  R2 Score                   0.15272       400  0.003
../datasets_2/cocomo81.arff  MAE                     1156             400  0.004
../datasets_2/cocomo81.arff  Median Absolute Error    127.611         400  0.004
../datasets_2/cocomo81.arff  RMSE                    2797.55          400  0.004
../datasets_2/cocomo81.arff  R2 Score                   0.107676      400  0.004
../datasets_2/cocomo81.arff  MAE                     1108.58          400  0.005
../datasets_2/cocomo81.arff  Median Absolute Error    276.966         400  0.005
../datasets_2/cocomo81.arff  RMSE                    2297.69          400  0.005
../datasets_2/cocomo81.arff  R2 Score                   0.398062      400  0.005
../datasets_2/cocomo81.arff  MAE                     1181.17          400  0.006
../datasets_2/cocomo81.arff  Median Absolute Error    517.732         400  0.006
../datasets_2/cocomo81.arff  RMSE                    2179.31          400  0.006
../datasets_2/cocomo81.arff  R2 Score                   0.45849       400  0.006
../datasets_2/cocomo81.arff  MAE                     1123.25          500  0.002
../datasets_2/cocomo81.arff  Median Absolute Error    103.409         500  0.002
../datasets_2/cocomo81.arff  RMSE                    2685.78          500  0.002
../datasets_2/cocomo81.arff  R2 Score                   0.177552      500  0.002
../datasets_2/cocomo81.arff  MAE                     1137.92          500  0.003
../datasets_2/cocomo81.arff  Median Absolute Error     90.5598        500  0.003
../datasets_2/cocomo81.arff  RMSE                    2738             500  0.003
../datasets_2/cocomo81.arff  R2 Score                   0.145258      500  0.003
../datasets_2/cocomo81.arff  MAE                     1131.11          500  0.004
../datasets_2/cocomo81.arff  Median Absolute Error    105.258         500  0.004
../datasets_2/cocomo81.arff  RMSE                    2709.88          500  0.004
../datasets_2/cocomo81.arff  R2 Score                   0.162725      500  0.004
../datasets_2/cocomo81.arff  MAE                     1159.47          500  0.005
../datasets_2/cocomo81.arff  Median Absolute Error    132.554         500  0.005
../datasets_2/cocomo81.arff  RMSE                    2809.15          500  0.005
../datasets_2/cocomo81.arff  R2 Score                   0.100258      500  0.005
../datasets_2/cocomo81.arff  MAE                     1082.18          500  0.006
../datasets_2/cocomo81.arff  Median Absolute Error    375.658         500  0.006
../datasets_2/cocomo81.arff  RMSE                    2209.32          500  0.006
../datasets_2/cocomo81.arff  R2 Score                   0.443475      500  0.006
../datasets_2/cocomo81.arff  MAE                     1120.51          600  0.002
../datasets_2/cocomo81.arff  Median Absolute Error    112.656         600  0.002
../datasets_2/cocomo81.arff  RMSE                    2671.74          600  0.002
../datasets_2/cocomo81.arff  R2 Score                   0.186128      600  0.002
../datasets_2/cocomo81.arff  MAE                     1135.88          600  0.003
../datasets_2/cocomo81.arff  Median Absolute Error     92.8669        600  0.003
../datasets_2/cocomo81.arff  RMSE                    2731.18          600  0.003
../datasets_2/cocomo81.arff  R2 Score                   0.149513      600  0.003
../datasets_2/cocomo81.arff  MAE                     1133.45          600  0.004
../datasets_2/cocomo81.arff  Median Absolute Error    104.949         600  0.004
../datasets_2/cocomo81.arff  RMSE                    2716.86          600  0.004
../datasets_2/cocomo81.arff  R2 Score                   0.158405      600  0.004
../datasets_2/cocomo81.arff  MAE                     1129.19          600  0.005
../datasets_2/cocomo81.arff  Median Absolute Error    106.059         600  0.005
../datasets_2/cocomo81.arff  RMSE                    2703.16          600  0.005
../datasets_2/cocomo81.arff  R2 Score                   0.166871      600  0.005
../datasets_2/cocomo81.arff  MAE                     1038.42          600  0.006
../datasets_2/cocomo81.arff  Median Absolute Error    220.154         600  0.006
../datasets_2/cocomo81.arff  RMSE                    2280.34          600  0.006
../datasets_2/cocomo81.arff  R2 Score                   0.40712       600  0.006
../datasets_2/cocomo81.arff  MAE                     1120.47          700  0.002
../datasets_2/cocomo81.arff  Median Absolute Error    109.098         700  0.002
../datasets_2/cocomo81.arff  RMSE                    2673.75          700  0.002
../datasets_2/cocomo81.arff  R2 Score                   0.184902      700  0.002
../datasets_2/cocomo81.arff  MAE                     1136.86          700  0.003
../datasets_2/cocomo81.arff  Median Absolute Error     95.8637        700  0.003
../datasets_2/cocomo81.arff  RMSE                    2732.25          700  0.003
../datasets_2/cocomo81.arff  R2 Score                   0.148841      700  0.003
../datasets_2/cocomo81.arff  MAE                     1133.17          700  0.004
../datasets_2/cocomo81.arff  Median Absolute Error     98.9846        700  0.004
../datasets_2/cocomo81.arff  RMSE                    2719.75          700  0.004
../datasets_2/cocomo81.arff  R2 Score                   0.156617      700  0.004
../datasets_2/cocomo81.arff  MAE                     1198.4           700  0.005
../datasets_2/cocomo81.arff  Median Absolute Error    538.282         700  0.005
../datasets_2/cocomo81.arff  RMSE                    2286.4           700  0.005
../datasets_2/cocomo81.arff  R2 Score                   0.403963      700  0.005
../datasets_2/cocomo81.arff  MAE                     1167.31          700  0.006
../datasets_2/cocomo81.arff  Median Absolute Error    144.649         700  0.006
../datasets_2/cocomo81.arff  RMSE                    2832.33          700  0.006
../datasets_2/cocomo81.arff  R2 Score                   0.0853494     700  0.006
../datasets_2/cocomo81.arff  MAE                     1119.18          800  0.002
../datasets_2/cocomo81.arff  Median Absolute Error    118.865         800  0.002
../datasets_2/cocomo81.arff  RMSE                    2664.42          800  0.002
../datasets_2/cocomo81.arff  R2 Score                   0.190579      800  0.002
../datasets_2/cocomo81.arff  MAE                     1133.64          800  0.003
../datasets_2/cocomo81.arff  Median Absolute Error     92.2651        800  0.003
../datasets_2/cocomo81.arff  RMSE                    2724.15          800  0.003
../datasets_2/cocomo81.arff  R2 Score                   0.153883      800  0.003
../datasets_2/cocomo81.arff  MAE                     1134.47          800  0.004
../datasets_2/cocomo81.arff  Median Absolute Error     97.6837        800  0.004
../datasets_2/cocomo81.arff  RMSE                    2724.67          800  0.004
../datasets_2/cocomo81.arff  R2 Score                   0.153562      800  0.004
../datasets_2/cocomo81.arff  MAE                     1166.88          800  0.005
../datasets_2/cocomo81.arff  Median Absolute Error    147.442         800  0.005
