ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,Resource_1,Resource_2,Resource_3,Resource_4,Dev.Type_0,MI_N_effort_AFP,MI_N_effort_PDR_AFP,MI_N_effort_NPDU_UFP,MI_N_effort_Added,MI_N_effort_PDR_UFP,MI_N_effort_Enquiry,MI_N_effort_NPDR_AFP,MI_N_effort_Input,MI_N_effort_Duration,MI_N_effort_File,MI_N_effort_Changed,MI_N_effort_Output,MI_N_effort_Resource_1,MI_N_effort_Resource_2,MI_AFP_PDR_AFP,Effort
475,101,12,31,3,50,0,65,28,3,4.5,4.7,4.5,4.7,1.5,450,1,0,0,0,1,45450,2025.0,2115.0,29250,2115.0,1350,2025.0,5400,675.0,22500,12600,13950,450,0,454.5,450
476,1222,503,333,173,150,5,1164,0,0,4.7,5.0,4.7,5.0,20.0,5800,1,0,0,0,1,7087600,27260.0,29000.0,6751200,29000.0,1003400,27260.0,2917400,116000.0,870000,0,1931400,5800,0,5743.400000000001,5800
477,1093,486,277,126,147,5,788,253,0,2.3,2.5,2.3,2.5,7.0,2565,0,1,0,0,1,2803545,5899.499999999999,6412.5,2021220,6412.5,323190,5899.499999999999,1246590,17955.0,377055,648945,710505,0,2565,2513.8999999999996,2565
478,222,41,57,0,99,25,222,0,0,10.7,10.6,10.7,10.6,4.0,2385,0,1,0,0,1,529470,25519.5,25281.0,529470,25281.0,0,25519.5,97785,9540.0,236115,0,135945,0,2385,2375.3999999999996,2385
479,2067,1056,658,45,303,5,1510,557,0,5.0,5.0,5.0,5.0,21.0,10398,0,1,0,0,1,21492666,51990.0,51990.0,15700980,51990.0,467910,51990.0,10980288,218358.0,3150594,5791686,6841884,0,10398,10335.0,10398
480,175,65,31,22,38,0,141,15,0,19.6,22.0,23.6,26.5,10.0,4137,1,0,0,0,1,723975,81085.20000000001,109630.5,583317,91014.0,91014,97633.20000000001,268905,41370.0,157206,62055,128247,4137,0,3430.0000000000005,3434
481,230,180,12,41,14,0,247,0,0,1.7,1.6,6.0,5.6,3.0,1379,1,0,0,0,1,317170,2344.2999999999997,7722.4,340613,2206.4,56539,8274.0,248220,4137.0,19306,0,16548,1379,0,391.0,400
482,104,32,5,40,28,10,115,0,0,3.3,2.9,4.9,4.5,2.0,512,0,0,0,1,1,53248,1689.6,2304.0,58880,1484.8,20480,2508.8,16384,1024.0,14336,0,2560,0,0,343.2,338
483,177,24,79,6,42,60,211,0,0,16.0,13.4,16.0,13.4,17.0,2835,0,1,0,0,1,501795,45360.0,37989.0,598185,37989.0,17010,45360.0,68040,48195.0,119070,0,223965,0,2835,2832.0,2835
484,62,33,0,12,10,0,22,33,0,9.6,10.8,11.5,13.0,2.0,716,1,0,0,0,1,44392,6873.599999999999,9308.0,15752,7732.8,8592,8234.0,23628,1432.0,7160,23628,0,716,0,595.1999999999999,594
485,487,146,238,53,24,12,45,428,0,2.1,2.2,2.1,2.2,6.0,1017,1,0,0,0,1,495279,2135.7000000000003,2237.4,45765,2237.4,53901,2135.7000000000003,148482,6102.0,24408,435276,242046,1017,0,1022.7,1017
486,177,40,12,27,38,60,177,0,0,4.5,4.5,5.4,5.4,8.0,951,1,0,0,0,1,168327,4279.5,5135.400000000001,168327,4279.5,25677,5135.400000000001,38040,7608.0,36138,0,11412,951,0,796.5,789
487,105,34,66,10,37,15,162,0,0,7.4,4.8,7.4,4.8,3.0,774,1,0,0,0,1,81270,5727.6,3715.2,125388,3715.2,7740,5727.6,26316,2322.0,28638,0,51084,774,0,777.0,774
488,140,43,68,3,57,0,171,0,0,4.6,3.7,4.6,3.7,1.5,640,0,0,0,1,1,89600,2944.0,2368.0,109440,2368.0,1920,2944.0,27520,960.0,36480,0,43520,0,0,644.0,640
489,230,81,49,37,58,0,225,0,0,2.2,2.2,2.2,2.2,4.0,500,1,0,0,0,1,115000,1100.0,1100.0,112500,1100.0,18500,1100.0,40500,2000.0,29000,0,24500,500,0,506.00000000000006,500
490,236,102,84,52,0,0,238,0,0,2.5,2.5,2.8,2.8,10.0,668,1,0,0,0,1,157648,1670.0,1870.3999999999999,158984,1670.0,34736,1870.3999999999999,68136,6680.0,0,0,56112,668,0,590.0,601
491,846,322,56,112,234,5,729,0,0,19.1,22.2,19.1,22.2,13.0,16179,1,0,0,0,1,13687434,309018.9,359173.8,11794491,359173.8,1812048,309018.9,5209638,210327.0,3785886,0,906024,16179,0,16158.6,16179
492,139,18,21,30,70,0,139,0,0,17.6,17.6,17.6,17.6,6.0,2446,0,1,0,0,1,339994,43049.600000000006,43049.600000000006,339994,43049.600000000006,73380,43049.600000000006,44028,14676.0,171220,0,51366,0,2446,2446.4,2446
493,51,12,27,0,0,7,7,39,0,6.6,7.3,6.6,7.3,3.0,338,1,0,0,0,1,17238,2230.7999999999997,2467.4,2366,2467.4,0,2230.7999999999997,4056,1014.0,0,13182,9126,338,0,336.59999999999997,338
494,195,57,32,12,140,0,241,0,0,9.2,7.4,11.0,8.9,9.0,2152,1,0,0,0,1,419640,19798.399999999998,19152.8,518632,15924.800000000001,25824,23672.0,122664,19368.0,301280,0,68864,2152,0,1793.9999999999998,1786
495,51,32,0,16,7,0,0,55,0,17.6,16.3,21.2,19.7,3.0,1083,1,0,0,0,1,55233,19060.800000000003,21335.1,0,17652.9,17328,22959.6,34656,3249.0,7581,59565,0,1083,0,897.6,899
496,1106,410,267,108,152,25,962,0,0,15.0,17.2,17.2,19.8,20.0,19034,0,1,0,0,1,21051604,285510.0,376873.2,18310708,327384.8,2055672,327384.8,7803940,380680.0,2893168,0,5082078,0,19034,16590.0,16560
497,99,13,32,3,42,5,95,0,0,5.3,5.5,6.4,6.7,4.0,634,1,0,0,0,1,62766,3360.2,4247.8,60230,3487.0,1902,4057.6000000000004,8242,2536.0,26628,0,20288,634,0,524.6999999999999,526
498,56,24,0,9,14,0,47,0,0,7.9,9.4,7.9,9.4,6.0,440,0,1,0,0,1,24640,3476.0,4136.0,20680,4136.0,3960,3476.0,10560,2640.0,6160,0,0,0,440,442.40000000000003,440
499,213,123,91,28,0,0,36,206,0,10.3,9.0,10.3,9.0,7.0,2185,1,0,0,0,1,465405,22505.5,19665.0,78660,19665.0,61180,22505.5,268755,15295.0,0,450110,198835,2185,0,2193.9,2185
