Dataset                      Metric                   metric valor    d     l
../datasets_2/albrecht.arff  R2 Score                  -0.0958162     2  0.2
../datasets_2/albrecht.arff  MAE                        6.53524       2  0.25
../datasets_2/albrecht.arff  Median Absolute Error      5.3306        2  0.25
../datasets_2/albrecht.arff  RMSE                       8.95146       2  0.25
../datasets_2/albrecht.arff  R2 Score                  -0.0297936     2  0.25
../datasets_2/albrecht.arff  MAE                        6.02111       3  0.05
../datasets_2/albrecht.arff  Median Absolute Error      2.71084       3  0.05
../datasets_2/albrecht.arff  RMSE                       9.76749       3  0.05
../datasets_2/albrecht.arff  R2 Score                  -0.226107      3  0.05
../datasets_2/albrecht.arff  MAE                        6.32027       3  0.1
../datasets_2/albrecht.arff  Median Absolute Error      2.35906       3  0.1
../datasets_2/albrecht.arff  RMSE                       9.7634        3  0.1
../datasets_2/albrecht.arff  R2 Score                  -0.22508       3  0.1
../datasets_2/albrecht.arff  MAE                        6.48596       3  0.15
../datasets_2/albrecht.arff  Median Absolute Error      2.54582       3  0.15
../datasets_2/albrecht.arff  RMSE                       9.98186       3  0.15
../datasets_2/albrecht.arff  R2 Score                  -0.280517      3  0.15
../datasets_2/albrecht.arff  MAE                        6.67494       3  0.2
../datasets_2/albrecht.arff  Median Absolute Error      3.13735       3  0.2
../datasets_2/albrecht.arff  RMSE                      10.2039        3  0.2
../datasets_2/albrecht.arff  R2 Score                  -0.338129      3  0.2
../datasets_2/albrecht.arff  MAE                        6.06395       3  0.25
../datasets_2/albrecht.arff  Median Absolute Error      3.10635       3  0.25
../datasets_2/albrecht.arff  RMSE                       9.51172       3  0.25
../datasets_2/albrecht.arff  R2 Score                  -0.162733      3  0.25
../datasets_2/albrecht.arff  MAE                        6.07468       4  0.05
../datasets_2/albrecht.arff  Median Absolute Error      2.90967       4  0.05
../datasets_2/albrecht.arff  RMSE                       9.38587       4  0.05
../datasets_2/albrecht.arff  R2 Score                  -0.132168      4  0.05
../datasets_2/albrecht.arff  MAE                        6.14303       4  0.1
../datasets_2/albrecht.arff  Median Absolute Error      2.83087       4  0.1
../datasets_2/albrecht.arff  RMSE                       9.44731       4  0.1
../datasets_2/albrecht.arff  R2 Score                  -0.14704       4  0.1
../datasets_2/albrecht.arff  MAE                        6.34663       4  0.15
../datasets_2/albrecht.arff  Median Absolute Error      3.31042       4  0.15
../datasets_2/albrecht.arff  RMSE                       9.60932       4  0.15
../datasets_2/albrecht.arff  R2 Score                  -0.186718      4  0.15
../datasets_2/albrecht.arff  MAE                        6.32459       4  0.2
../datasets_2/albrecht.arff  Median Absolute Error      3.072         4  0.2
../datasets_2/albrecht.arff  RMSE                       9.84351       4  0.2
../datasets_2/albrecht.arff  R2 Score                  -0.245267      4  0.2
../datasets_2/albrecht.arff  MAE                        6.51359       4  0.25
../datasets_2/albrecht.arff  Median Absolute Error      3.28728       4  0.25
../datasets_2/albrecht.arff  RMSE                       9.64627       4  0.25
../datasets_2/albrecht.arff  R2 Score                  -0.195862      4  0.25
../datasets_2/albrecht.arff  MAE                        6.46377       5  0.05
../datasets_2/albrecht.arff  Median Absolute Error      2.85059       5  0.05
../datasets_2/albrecht.arff  RMSE                      10.0184        5  0.05
../datasets_2/albrecht.arff  R2 Score                  -0.289916      5  0.05
../datasets_2/albrecht.arff  MAE                        6.39631       5  0.1
../datasets_2/albrecht.arff  Median Absolute Error      2.86804       5  0.1
../datasets_2/albrecht.arff  RMSE                       9.88552       5  0.1
../datasets_2/albrecht.arff  R2 Score                  -0.255917      5  0.1
../datasets_2/albrecht.arff  MAE                        6.451         5  0.15
../datasets_2/albrecht.arff  Median Absolute Error      2.88637       5  0.15
../datasets_2/albrecht.arff  RMSE                      10.0274        5  0.15
../datasets_2/albrecht.arff  R2 Score                  -0.292216      5  0.15
../datasets_2/albrecht.arff  MAE                        6.72632       5  0.2
../datasets_2/albrecht.arff  Median Absolute Error      2.98945       5  0.2
../datasets_2/albrecht.arff  RMSE                      10.1978        5  0.2
../datasets_2/albrecht.arff  R2 Score                  -0.336531      5  0.2
../datasets_2/albrecht.arff  MAE                        7.35119       5  0.25
../datasets_2/albrecht.arff  Median Absolute Error      3.90147       5  0.25
../datasets_2/albrecht.arff  RMSE                      10.4825        5  0.25
../datasets_2/albrecht.arff  R2 Score                  -0.412179      5  0.25
../datasets_2/kemerer.arff   MAE                       94.5534        1  0.05
../datasets_2/kemerer.arff   Median Absolute Error     84.9664        1  0.05
../datasets_2/kemerer.arff   RMSE                     104.879         1  0.05
../datasets_2/kemerer.arff   R2 Score                   0.0677513     1  0.05
../datasets_2/kemerer.arff   MAE                       81.6309        1  0.1
../datasets_2/kemerer.arff   Median Absolute Error     76.2598        1  0.1
../datasets_2/kemerer.arff   RMSE                      82.1951        1  0.1
../datasets_2/kemerer.arff   R2 Score                   0.42741       1  0.1
../datasets_2/kemerer.arff   MAE                      118.891         1  0.15
../datasets_2/kemerer.arff   Median Absolute Error     81.0513        1  0.15
../datasets_2/kemerer.arff   RMSE                     134.735         1  0.15
../datasets_2/kemerer.arff   R2 Score                  -0.538554      1  0.15
../datasets_2/kemerer.arff   MAE                       62.0059        1  0.2
../datasets_2/kemerer.arff   Median Absolute Error     65.3431        1  0.2
../datasets_2/kemerer.arff   RMSE                      64.1702        1  0.2
../datasets_2/kemerer.arff   R2 Score                   0.651005      1  0.2
../datasets_2/kemerer.arff   MAE                      165.703         1  0.25
../datasets_2/kemerer.arff   Median Absolute Error     88.597         1  0.25
../datasets_2/kemerer.arff   RMSE                     206.848         1  0.25
../datasets_2/kemerer.arff   R2 Score                  -2.62622       1  0.25
../datasets_2/kemerer.arff   MAE                       65.087         2  0.05
../datasets_2/kemerer.arff   Median Absolute Error     80.5927        2  0.05
../datasets_2/kemerer.arff   RMSE                      69.0111        2  0.05
../datasets_2/kemerer.arff   R2 Score                   0.596363      2  0.05
../datasets_2/kemerer.arff   MAE                       72.0055        2  0.1
../datasets_2/kemerer.arff   Median Absolute Error     79.0027        2  0.1
../datasets_2/kemerer.arff   RMSE                      77.0052        2  0.1
../datasets_2/kemerer.arff   R2 Score                   0.497434      2  0.1
../datasets_2/kemerer.arff   MAE                       41.0585        2  0.15
../datasets_2/kemerer.arff   Median Absolute Error     34.061         2  0.15
../datasets_2/kemerer.arff   RMSE                      48.7858        2  0.15
../datasets_2/kemerer.arff   R2 Score                   0.798284      2  0.15
../datasets_2/kemerer.arff   MAE                       43.2618        2  0.2
../datasets_2/kemerer.arff   Median Absolute Error     34.5724        2  0.2
../datasets_2/kemerer.arff   RMSE                      50.7147        2  0.2
../datasets_2/kemerer.arff   R2 Score                   0.782018      2  0.2
../datasets_2/kemerer.arff   MAE                      102.625         2  0.25
../datasets_2/kemerer.arff   Median Absolute Error     67.4126        2  0.25
../datasets_2/kemerer.arff   RMSE                     126.969         2  0.25
../datasets_2/kemerer.arff   R2 Score                  -0.3663        2  0.25
../datasets_2/kemerer.arff   MAE                       99.2048        3  0.05
../datasets_2/kemerer.arff   Median Absolute Error    105.778         3  0.05
../datasets_2/kemerer.arff   RMSE                     111.086         3  0.05
../datasets_2/kemerer.arff   R2 Score                  -0.0458475     3  0.05
../datasets_2/kemerer.arff   MAE                       96.1566        3  0.1
../datasets_2/kemerer.arff   Median Absolute Error    104.506         3  0.1
../datasets_2/kemerer.arff   RMSE                     106.554         3  0.1
../datasets_2/kemerer.arff   R2 Score                   0.0377391     3  0.1
../datasets_2/kemerer.arff   MAE                       60.5568        3  0.15
../datasets_2/kemerer.arff   Median Absolute Error     35.0955        3  0.15
../datasets_2/kemerer.arff   RMSE                      74.9435        3  0.15
../datasets_2/kemerer.arff   R2 Score                   0.523985      3  0.15
../datasets_2/kemerer.arff   MAE                       71.3412        3  0.2
../datasets_2/kemerer.arff   Median Absolute Error     89.388         3  0.2
../datasets_2/kemerer.arff   RMSE                      77.5387        3  0.2
../datasets_2/kemerer.arff   R2 Score                   0.490447      3  0.2
../datasets_2/kemerer.arff   MAE                       88.0225        3  0.25
../datasets_2/kemerer.arff   Median Absolute Error     86.5155        3  0.25
../datasets_2/kemerer.arff   RMSE                      97.6517        3  0.25
../datasets_2/kemerer.arff   R2 Score                   0.191813      3  0.25
../datasets_2/kemerer.arff   MAE                       86.9528        4  0.05
../datasets_2/kemerer.arff   Median Absolute Error     90.4083        4  0.05
../datasets_2/kemerer.arff   RMSE                      97.3284        4  0.05
../datasets_2/kemerer.arff   R2 Score                   0.197154      4  0.05
../datasets_2/kemerer.arff   MAE                      139.527         4  0.1
../datasets_2/kemerer.arff   Median Absolute Error     86.7975        4  0.1
../datasets_2/kemerer.arff   RMSE                     180.722         4  0.1
../datasets_2/kemerer.arff   R2 Score                  -1.76806       4  0.1
../datasets_2/kemerer.arff   MAE                      136.356         4  0.15
../datasets_2/kemerer.arff   Median Absolute Error     91.6124        4  0.15
../datasets_2/kemerer.arff   RMSE                     174.534         4  0.15
../datasets_2/kemerer.arff   R2 Score                  -1.58174       4  0.15
../datasets_2/kemerer.arff   MAE                       98.1176        4  0.2
../datasets_2/kemerer.arff   Median Absolute Error     85.6497        4  0.2
../datasets_2/kemerer.arff   RMSE                     116.456         4  0.2
../datasets_2/kemerer.arff   R2 Score                  -0.149409      4  0.2
../datasets_2/kemerer.arff   MAE                       60.2418        4  0.25
../datasets_2/kemerer.arff   Median Absolute Error     52.172         4  0.25
