Dataset                      Metric                   Metric Value    d    n
../datasets_2/kemerer.arff   RMSE                     103.872        10   15
../datasets_2/kemerer.arff   R2 Score                  -0.302005     10   15
../datasets_2/kemerer.arff   MAE                       78.6667       10   16
../datasets_2/kemerer.arff   Median Absolute Error     48.8          10   16
../datasets_2/kemerer.arff   RMSE                     103.094        10   16
../datasets_2/kemerer.arff   R2 Score                  -0.282571     10   16
../datasets_2/kemerer.arff   MAE                       97.8333       10   17
../datasets_2/kemerer.arff   Median Absolute Error     73.7          10   17
../datasets_2/kemerer.arff   RMSE                     111.137        10   17
../datasets_2/kemerer.arff   R2 Score                  -0.490504     10   17
../datasets_2/kemerer.arff   MAE                       78.6667       10   18
../datasets_2/kemerer.arff   Median Absolute Error     48.8          10   18
../datasets_2/kemerer.arff   RMSE                     103.094        10   18
../datasets_2/kemerer.arff   R2 Score                  -0.282571     10   18
../datasets_2/kemerer.arff   MAE                       78.6667       10   19
../datasets_2/kemerer.arff   Median Absolute Error     48.8          10   19
../datasets_2/kemerer.arff   RMSE                     103.094        10   19
../datasets_2/kemerer.arff   R2 Score                  -0.282571     10   19
../datasets_2/kemerer.arff   MAE                       97.8333       10   20
../datasets_2/kemerer.arff   Median Absolute Error     73.7          10   20
../datasets_2/kemerer.arff   RMSE                     111.137        10   20
../datasets_2/kemerer.arff   R2 Score                  -0.490504     10   20
../datasets_2/cocomo81.arff  MAE                      323.932         5   11
../datasets_2/cocomo81.arff  Median Absolute Error     56.4148        5   11
../datasets_2/cocomo81.arff  RMSE                     607.816         5   11
../datasets_2/cocomo81.arff  R2 Score                  -0.195509      5   11
../datasets_2/cocomo81.arff  MAE                      350.734         5   12
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   12
../datasets_2/cocomo81.arff  RMSE                     638.546         5   12
../datasets_2/cocomo81.arff  R2 Score                  -0.319449      5   12
../datasets_2/cocomo81.arff  MAE                      350.734         5   13
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   13
../datasets_2/cocomo81.arff  RMSE                     638.546         5   13
../datasets_2/cocomo81.arff  R2 Score                  -0.319449      5   13
../datasets_2/cocomo81.arff  MAE                      315.042         5   14
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   14
../datasets_2/cocomo81.arff  RMSE                     597.722         5   14
../datasets_2/cocomo81.arff  R2 Score                  -0.156132      5   14
../datasets_2/cocomo81.arff  MAE                      350.273         5   15
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   15
../datasets_2/cocomo81.arff  RMSE                     637.869         5   15
../datasets_2/cocomo81.arff  R2 Score                  -0.316653      5   15
../datasets_2/cocomo81.arff  MAE                      350.273         5   16
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   16
../datasets_2/cocomo81.arff  RMSE                     637.869         5   16
../datasets_2/cocomo81.arff  R2 Score                  -0.316653      5   16
../datasets_2/cocomo81.arff  MAE                      350.273         5   17
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   17
../datasets_2/cocomo81.arff  RMSE                     637.869         5   17
../datasets_2/cocomo81.arff  R2 Score                  -0.316653      5   17
../datasets_2/cocomo81.arff  MAE                      315.042         5   18
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   18
../datasets_2/cocomo81.arff  RMSE                     597.722         5   18
../datasets_2/cocomo81.arff  R2 Score                  -0.156132      5   18
../datasets_2/cocomo81.arff  MAE                      315.042         5   19
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   19
../datasets_2/cocomo81.arff  RMSE                     597.722         5   19
../datasets_2/cocomo81.arff  R2 Score                  -0.156132      5   19
../datasets_2/cocomo81.arff  MAE                      315.042         5   20
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   20
../datasets_2/cocomo81.arff  RMSE                     597.722         5   20
../datasets_2/cocomo81.arff  R2 Score                  -0.156132      5   20
../datasets_2/cocomo81.arff  MAE                      359.624         6   11
../datasets_2/cocomo81.arff  Median Absolute Error     56.4148        6   11
../datasets_2/cocomo81.arff  RMSE                     648.004         6   11
../datasets_2/cocomo81.arff  R2 Score                  -0.358826      6   11
../datasets_2/cocomo81.arff  MAE                      320.865         6   12
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         6   12
../datasets_2/cocomo81.arff  RMSE                     603.996         6   12
../datasets_2/cocomo81.arff  R2 Score                  -0.180528      6   12
../datasets_2/cocomo81.arff  MAE                      369.135         6   13
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         6   13
../datasets_2/cocomo81.arff  RMSE                     646.079         6   13
../datasets_2/cocomo81.arff  R2 Score                  -0.350764      6   13
../datasets_2/cocomo81.arff  MAE                      333.443         6   14
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         6   14
../datasets_2/cocomo81.arff  RMSE                     611.446         6   14
../datasets_2/cocomo81.arff  R2 Score                  -0.209829      6   14
../datasets_2/cocomo81.arff  MAE                      312.251         6   15
../datasets_2/cocomo81.arff  Median Absolute Error     61.25          6   15
../datasets_2/cocomo81.arff  RMSE                     575.063         6   15
../datasets_2/cocomo81.arff  R2 Score                  -0.070135      6   15
../datasets_2/cocomo81.arff  MAE                      346.975         6   16
../datasets_2/cocomo81.arff  Median Absolute Error    172.75          6   16
../datasets_2/cocomo81.arff  RMSE                     638.526         6   16
../datasets_2/cocomo81.arff  R2 Score                  -0.319368      6   16
../datasets_2/cocomo81.arff  MAE                      347.538         6   17
../datasets_2/cocomo81.arff  Median Absolute Error     61.25          6   17
../datasets_2/cocomo81.arff  RMSE                     617.339         6   17
../datasets_2/cocomo81.arff  R2 Score                  -0.233264      6   17
../datasets_2/cocomo81.arff  MAE                      290.378         6   18
../datasets_2/cocomo81.arff  Median Absolute Error     61.25          6   18
../datasets_2/cocomo81.arff  RMSE                     562.434         6   18
../datasets_2/cocomo81.arff  R2 Score                  -0.0236502     6   18
../datasets_2/cocomo81.arff  MAE                      357.051         6   19
../datasets_2/cocomo81.arff  Median Absolute Error    172.75          6   19
../datasets_2/cocomo81.arff  RMSE                     651.311         6   19
../datasets_2/cocomo81.arff  R2 Score                  -0.372728      6   19
../datasets_2/cocomo81.arff  MAE                      326.532         6   20
../datasets_2/cocomo81.arff  Median Absolute Error     61.25          6   20
../datasets_2/cocomo81.arff  RMSE                     606.359         6   20
../datasets_2/cocomo81.arff  R2 Score                  -0.189781      6   20
../datasets_2/cocomo81.arff  MAE                      359.624         7   11
../datasets_2/cocomo81.arff  Median Absolute Error     56.4148        7   11
../datasets_2/cocomo81.arff  RMSE                     648.004         7   11
../datasets_2/cocomo81.arff  R2 Score                  -0.358826      7   11
../datasets_2/cocomo81.arff  MAE                      356.557         7   12
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         7   12
../datasets_2/cocomo81.arff  RMSE                     644.422         7   12
../datasets_2/cocomo81.arff  R2 Score                  -0.343845      7   12
../datasets_2/cocomo81.arff  MAE                      311.975         7   13
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         7   13
../datasets_2/cocomo81.arff  RMSE                     593.837         7   13
../datasets_2/cocomo81.arff  R2 Score                  -0.14115       7   13
../datasets_2/cocomo81.arff  MAE                      325.02          7   14
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         7   14
../datasets_2/cocomo81.arff  RMSE                     601.642         7   14
../datasets_2/cocomo81.arff  R2 Score                  -0.171344      7   14
../datasets_2/cocomo81.arff  MAE                      354.404         7   15
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         7   15
../datasets_2/cocomo81.arff  RMSE                     638.503         7   15
../datasets_2/cocomo81.arff  R2 Score                  -0.319271      7   15
../datasets_2/cocomo81.arff  MAE                      325.02          7   16
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         7   16
../datasets_2/cocomo81.arff  RMSE                     607.363         7   16
